26.2,0.528,49.268,999.012,14.625,1619620509
25.4,0.845,48.774,999.657,15.096,1619620509
25.6,0.214,48.549,998.936,14.374,1619620509
24.9,0.0,49.036,999.143,14.568,1619620509
24.5,0.0,49.044,998.321,14.524,1619620509
25.6,0.0,50.2,1000.362,14.88,1619620542
25.4,0.0,49.948,1000.34,14.99,1619620542
25.0,0.087,50.693,1000.248,15.664,1619620542
25.7,0.135,49.809,1000.64,14.912,1619620542
26.3,0.647,50.175,1000.759,14.186,1619620542
26.9,0.0,49.904,999.8,14.49,1619620542
27.5,0.112,49.953,999.989,14.664,1619620542
27.6,0.0,49.442,1000.901,14.927,1619620542
27.0,0.0,50.01,1001.642,14.366,1619620542
27.0,0.45,50.599,1001.99,13.608,1619620542
26.3,1.097,51.428,1001.041,13.921,1619620542
26.7,1.574,51.924,1000.981,13.682,1619620542
26.2,0.0,49.983,999.398,14.606,1619620619
26.7,0.0,50.878,999.174,13.658,1619620619
26.8,0.173,50.084,998.282,12.972,1619620619
27.5,0.967,49.639,997.297,12.455,1619620619
26.6,0.146,50.493,998.057,12.184,1619620619
27.5,0.0,51.213,998.582,12.826,1619620619
27.0,0.0,51.489,998.306,13.384,1619620619
27.6,0.0,50.546,998.673,13.818,1619620619
27.8,0.0,49.746,999.21,14.093,1619620619
27.8,0.303,49.64,998.938,13.388,1619620619
28.2,0.0,50.013,998.237,13.602,1619620619
27.6,0.0,50.874,998.984,14.574,1619620619
27.2,0.0,51.005,998.13,13.919,1619620619
28.0,0.0,51.178,997.457,13.385,1619620619
28.8,0.0,51.912,996.611,12.531,1619620619
28.3,0.0,51.609,996.832,13.347,1619620619
29.1,0.0,51.778,997.06,12.662,1619620619
29.1,0.0,51.57,996.213,11.788,1619620619
29.8,0.27,51.034,996.104,11.915,1619620619
25.9,0.0,50.356,1000.184,15.533,1619620724
26.7,0.604,49.439,999.929,14.954,1619620724
27.3,1.276,48.764,1000.064,14.458,1619620724
28.2,1.967,49.59,999.227,14.511,1619620724
27.8,1.769,50.02,998.349,15.345,1619620724
27.6,2.519,49.339,997.703,14.722,1619620724
28.4,2.21,49.966,998.332,14.226,1619620724
27.9,1.266,49.796,998.169,13.728,1619620724
28.7,0.435,48.811,997.26,12.93,1619620724
28.8,1.278,48.994,996.862,13.133,1619620724
29.8,1.687,48.312,996.191,12.834,1619620724
29.8,1.373,49.283,996.356,12.58,1619620724
28.9,2.121,48.553,996.013,12.303,1619620724
29.9,3.016,48.408,996.229,11.536,1619620724
29.3,2.762,48.891,995.895,11.751,1619620724
29.1,2.654,48.296,995.426,11.863,1619620724
26.0,0.783,50.576,999.524,15.409,1619620811
25.1,0.272,50.519,998.528,15.423,1619620811
26.1,0.0,51.229,998.653,16.328,1619620811
25.2,0.0,51.357,998.202,16.635,1619620811
25.4,0.0,50.892,997.856,15.729,1619620811
25.9,0.789,50.32,998.554,15.781,1619620811
26.2,0.459,50.349,998.292,16.141,1619620811
25.6,0.0,51.274,998.953,15.519,1619620811
25.8,0.551,51.478,999.355,15.028,1619620811
25.0,0.0,52.127,999.576,15.528,1619620811
24.1,0.814,51.386,1000.01,14.615,1619620811
24.0,0.709,51.281,999.954,14.538,1619620811
23.7,1.126,52.13,1000.646,15.098,1619620811
24.7,0.412,50.647,999.751,14.28,1619620878
24.0,0.0,50.481,999.647,14.423,1619620878
23.4,0.534,50.804,998.712,15.238,1619620878
23.6,1.427,51.156,998.813,14.449,1619620878
24.4,0.617,52.056,998.999,14.428,1619620878
25.3,0.016,52.646,998.984,13.902,1619620878
25.0,0.869,51.819,999.174,14.534,1619620878
25.6,0.593,52.198,998.704,14.897,1619620878
26.1,0.811,52.896,997.873,15.659,1619620878
27.0,1.239,53.835,997.931,15.462,1619620878
27.7,2.184,53.442,997.802,15.059,1619620878
28.2,2.104,53.27,997.932,14.416,1619620878
28.4,1.334,52.905,996.96,14.02,1619620878
25.9,0.35,50.559,999.382,14.313,1619620948
25.1,0.0,49.99,999.441,14.636,1619620953
24.9,0.0,50.731,998.604,15.019,1619620958
25.4,0.183,50.898,999.416,15.123,1619620963
24.4,0.084,51.032,998.915,14.414,1619620969
24.6,0.0,50.979,997.932,13.812,1619620974
23.8,0.217,51.356,998.078,14.462,1619620979
23.8,0.702,50.601,997.29,13.919,1619620984
24.6,0.646,50.854,996.624,13.091,1619620989
25.0,0.0,50.736,996.24,13.721,1619620994
26.0,0.255,50.266,995.93,12.808,1619620999
25.8,0.362,50.039,1000.055,15.642,1619621042
