24.9,0.0,50.234,999.259,14.516,1619646600
25.3,0.0,49.896,998.653,13.949,1619646605
25.0,0.335,49.137,999.234,14.356,1619646610
24.6,0.0,48.485,998.517,13.79,1619646615
23.8,0.139,48.573,997.583,14.475,1619646620
24.6,0.0,47.776,997.132,15.475,1619646625
25.1,0.043,48.462,996.613,16.203,1619646630
24.3,0.28,48.326,997.603,17.067,1619646635
24.7,0.0,47.374,998.501,16.463,1619646640
24.6,0.0,47.979,998.483,16.55,1619646645
24.1,0.0,47.332,999.356,17.176,1619646650
23.8,0.0,47.99,999.699,16.529,1619646655
23.6,0.0,48.499,999.975,17.272,1619646660
23.2,0.635,48.599,1000.534,17.369,1619646665
23.7,0.0,48.102,999.863,17.007,1619646670
24.0,0.0,48.571,1000.08,16.212,1619646675
24.6,0.0,48.616,1000.403,16.733,1619646680
25.1,0.0,48.106,1000.652,15.903,1619646685
24.6,0.217,48.233,1001.198,15.486,1619646690
24.4,0.33,47.616,1000.248,15.746,1619646695
24.1,1.189,47.768,1001.014,14.899,1619646700
23.3,0.937,47.404,1001.005,14.224,1619646705
24.3,0.766,46.608,1001.979,13.599,1619646710
25.0,0.007,46.119,1002.385,14.461,1619646715
24.1,0.0,46.529,1002.367,14.168,1619646720
24.7,0.832,46.214,1002.686,14.479,1619646725
25.4,0.0,46.68,1003.659,14.338,1619646731
25.7,0.457,46.096,1003.285,14.087,1619646736
25.5,0.172,46.451,1003.867,13.464,1619646741
25.6,1.162,46.466,1004.296,13.405,1619646746
25.8,1.67,47.157,1005.262,14.298,1619646751
25.5,2.595,47.223,1004.796,15.034,1619646756
25.7,2.446,47.345,1005.647,14.281,1619646761
25.1,2.039,47.484,1004.8,14.675,1619646766
26.0,1.62,46.769,1005.202,14.695,1619646771
26.9,2.028,45.956,1005.317,14.486,1619646776
26.7,2.584,45.858,1006.293,14.483,1619646781
25.7,3.265,45.021,1006.093,14.227,1619646786
25.0,2.939,45.135,1006.831,13.532,1619646791
25.3,0.0,49.553,1000.141,14.797,1619646812
26.2,0.683,48.922,999.26,15.092,1619646817
26.8,0.852,48.468,998.861,15.221,1619646822
26.4,0.906,48.714,999.351,14.708,1619646827
26.9,1.004,49.048,999.231,14.206,1619646832
27.4,1.516,48.62,998.272,14.488,1619646837
27.4,1.4,48.68,998.646,14.276,1619646842
27.2,0.401,48.359,999.617,14.912,1619646847
27.0,0.496,47.919,998.996,15.111,1619646852
27.5,0.0,48.71,998.042,15.968,1619646857
26.7,0.0,48.278,998.367,15.905,1619646862
25.8,0.215,49.159,998.346,15.421,1619646867
24.9,0.889,49.415,998.206,14.515,1619646872
25.6,1.364,50.337,997.778,13.922,1619646877
25.2,1.784,51.242,998.682,14.855,1619646882
25.3,1.71,50.377,998.919,14.429,1619646887
24.4,2.44,49.681,999.411,14.653,1619646892
24.5,2.64,50.222,998.723,14.993,1619646897
25.4,1.978,50.472,998.392,15.47,1619646902
25.5,1.114,50.712,997.871,14.475,1619646907
25.2,2.09,49.716,996.933,13.782,1619646912
25.8,1.594,50.279,997.688,13.066,1619646917
26.7,1.041,51.105,998.43,12.36,1619646922
26.3,1.967,50.237,998.792,12.217,1619646927
26.6,1.699,50.304,998.472,11.286,1619646932
27.0,2.068,50.709,998.178,11.261,1619646937
26.2,1.42,51.268,998.452,11.971,1619646942
26.5,0.643,50.5,997.798,11.92,1619646947
27.1,1.338,50.635,998.419,12.044,1619646952
27.6,1.794,51.0,999.162,11.341,1619646957
26.8,2.368,50.305,999.668,12.307,1619646962
26.6,2.812,50.987,999.999,11.319,1619646967
27.4,2.886,50.974,1000.667,11.706,1619646972
28.1,2.017,50.657,999.968,11.105,1619646977
27.3,2.337,49.941,999.833,10.77,1619646982
26.8,2.93,50.729,999.643,11.557,1619646987
26.7,2.81,50.885,999.947,11.203,1619646992
27.5,2.961,50.91,999.711,10.695,1619646997
28.2,3.823,51.16,1000.242,10.048,1619647002
29.0,3.824,51.626,999.487,10.652,1619647007
30.0,3.901,52.276,1000.063,9.806,1619647012
30.9,3.43,52.394,1000.421,9.451,1619647017
30.6,4.307,53.066,1001.084,9.821,1619647022
31.2,3.802,54.028,1001.842,10.22,1619647027
30.4,4.3,54.777,1002.469,9.258,1619647032
30.9,4.499,55.383,1001.796,9.016,1619647037
30.7,4.652,54.861,1002.076,9.97,1619647042
30.3,3.843,55.154,1001.794,10.85,1619647047
31.1,3.05,55.441,1002.597,10.638,1619647052
30.3,3.539,54.966,1003.084,10.459,1619647057
30.5,3.946,55.442,1003.915,10.478,1619647062
29.5,4.336,55.222,1003.989,9.721,1619647067
29.0,3.765,55.673,1003.801,10.464,1619647072
28.3,3.325,56.429,1003.775,11.066,1619647077
28.6,3.974,56.525,1003.28,10.913,1619647082
28.5,4.6,55.688,1003.79,10.763,1619647087
29.3,4.772,55.482,1004.432,10.664,1619647092
29.7,5.143,56.477,1004.703,11.623,1619647097
29.8,4.274,56.823,1004.818,10.738,1619647102
29.1,4.771,56.8,1005.566,10.245,1619647107
29.4,5.433,57.335,1005.156,10.148,1619647112
28.4,5.148,57.356,1004.967,10.209,1619647117
27.9,5.2,57.736,1004.398,10.817,1619647122
27.8,5.517,57.139,1003.818,11.581,1619647127
28.1,5.085,56.314,1003.849,12.162,1619647132
27.4,4.657,55.747,1004.784,12.272,1619647137
26.5,4.206,55.585,1004.938,12.073,1619647142
26.7,3.356,54.994,1005.483,11.104,1619647147
26.8,3.105,54.894,1005.405,10.14,1619647152
26.6,3.286,55.47,1006.117,9.946,1619647157
25.7,2.782,55.814,1006.096,9.109,1619647162
25.4,3.594,54.828,1005.887,9.638,1619647167
24.4,2.835,54.428,1006.878,9.519,1619647172
23.5,3.21,54.316,1007.214,9.269,1619647177
24.2,4.158,54.513,1008.055,9.909,1619647182
23.3,3.529,54.842,1008.291,8.984,1619647187
23.0,3.945,55.48,1009.287,9.165,1619647192
23.6,3.581,54.858,1008.318,9.252,1619647197
23.4,4.449,55.319,1008.779,9.708,1619647202
22.8,4.83,55.618,1008.465,10.093,1619647207
22.1,5.791,55.801,1007.755,10.777,1619647212
23.0,5.894,56.644,1007.378,10.922,1619647217
23.6,5.061,56.043,1006.939,10.704,1619647222
23.8,5.4,55.572,1006.649,10.216,1619647227
24.6,4.885,55.971,1006.882,11.023,1619647232
24.6,4.484,55.229,1006.792,11.817,1619647237
23.8,5.038,54.304,1006.531,12.408,1619647242
