26.1,0.997,49.018,999.656,15.477,1619641882
27.0,1.239,48.077,999.232,15.717,1619641887
27.6,1.301,47.787,998.776,15.592,1619641892
28.1,1.906,48.478,998.58,15.164,1619641897
28.6,1.388,48.918,998.962,14.193,1619641902
29.5,0.438,49.342,999.661,14.264,1619641907
30.1,0.303,49.311,999.622,13.527,1619641912
26.0,0.0,50.229,999.432,15.728,1619644012
25.7,0.634,50.696,999.705,15.928,1619644017
25.3,1.06,51.298,1000.606,15.22,1619644022
24.8,0.71,50.367,1000.061,15.982,1619644027
23.9,0.674,49.779,1000.39,15.502,1619644032
23.9,0.14,49.761,1000.099,16.23,1619644037
23.5,0.008,48.765,1000.533,17.202,1619644042
23.5,0.0,48.453,999.884,16.281,1619644047
22.8,0.062,47.718,999.997,16.045,1619644052
22.5,0.0,48.131,999.423,16.022,1619644057
22.6,0.369,47.83,1000.196,15.166,1619644062
23.3,0.0,48.02,1000.972,14.725,1619644067
24.1,0.0,47.965,1000.628,14.709,1619644072
24.4,0.0,47.726,1000.447,14.864,1619644077
24.7,0.0,47.801,1001.231,15.836,1619644082
23.9,0.351,48.683,1000.961,15.774,1619644087
24.1,0.481,48.644,1000.926,15.756,1619644092
24.7,0.936,49.307,1000.74,16.449,1619644097
25.4,1.82,49.201,1001.318,15.669,1619644102
26.2,1.977,48.205,1000.856,15.733,1619644107
26.8,1.292,48.811,1000.302,15.919,1619644112
27.7,1.82,49.312,1000.491,16.613,1619644117
27.1,1.281,48.329,999.871,17.135,1619644122
27.3,1.574,49.196,999.031,17.83,1619644127
26.8,1.096,48.918,999.251,17.17,1619644132
26.9,1.611,49.768,998.584,16.28,1619644137
27.6,1.052,49.55,998.451,15.485,1619644142
26.9,0.605,48.601,997.506,14.513,1619644147
25.9,0.116,48.149,997.317,14.138,1619644152
26.3,1.034,48.062,996.447,13.99,1619644157
25.7,1.296,47.424,996.307,13.023,1619644162
25.7,1.771,46.531,996.657,13.02,1619644167
26.3,1.405,46.868,995.692,12.202,1619644172
26.7,1.775,47.462,995.881,12.142,1619644177
27.5,2.436,47.035,995.653,12.839,1619644182
27.9,3.193,47.687,995.467,13.701,1619644187
26.0,0.381,49.709,1000.702,15.676,1619644225
26.0,0.318,49.854,1000.53,16.034,1619644230
26.0,0.0,50.17,1001.181,15.541,1619644235
26.5,0.286,49.396,1000.726,14.573,1619644240
27.3,0.0,49.847,999.817,14.002,1619644245
28.0,0.0,49.243,1000.738,14.76,1619644250
27.0,0.416,48.475,1001.178,15.608,1619644255
26.1,0.562,49.294,1001.522,15.958,1619644260
25.7,0.844,49.148,1002.434,15.429,1619644265
26.3,1.826,49.943,1001.668,15.578,1619644270
26.6,2.304,49.783,1001.995,14.883,1619644275
24.6,0.0,50.957,1000.559,15.203,1619645047
24.5,0.0,51.949,1000.118,15.902,1619645052
23.9,0.11,51.422,1000.882,15.552,1619645057
23.0,0.576,51.131,1000.234,16.271,1619645062
25.2,0.0,50.552,999.333,15.951,1619646275
26.2,0.0,51.363,998.708,16.187,1619646280
26.2,0.585,52.134,998.883,16.505,1619646285
26.2,1.135,52.82,998.362,16.258,1619646290
26.6,0.366,53.511,998.375,16.862,1619646295
27.5,0.705,54.039,998.683,17.714,1619646300
26.9,1.627,53.983,998.73,17.3,1619646305
26.5,1.316,54.846,999.323,17.709,1619646310
25.6,0.705,54.817,998.96,17.614,1619646315
26.3,0.713,54.724,999.661,18.604,1619646320
26.1,0.309,54.335,1000.02,18.836,1619646325
25.7,0.863,54.544,999.708,18.938,1619646330
25.4,0.16,54.601,999.608,18.056,1619646335
25.3,1.066,55.589,1000.155,18.085,1619646340
25.8,0.636,54.722,1000.582,17.203,1619646345
26.1,1.337,55.542,1001.321,17.6,1619646350
25.3,0.382,55.029,1000.528,17.066,1619646355
25.5,1.028,55.153,1001.011,17.736,1619646360
25.7,1.97,55.851,1001.3,18.31,1619646365
26.5,1.858,55.31,1002.053,17.647,1619646370
27.5,1.137,56.11,1001.55,16.782,1619646375
27.3,0.505,56.022,1001.521,16.325,1619646380
26.4,0.849,55.624,1001.377,16.09,1619646385
25.7,0.941,56.369,1001.027,16.399,1619646390
24.8,0.439,56.936,1001.031,17.166,1619646395
24.2,0.623,56.813,1000.28,16.531,1619646400
24.8,1.184,56.961,1000.7,16.032,1619646405
24.8,1.655,56.011,1000.162,15.174,1619646410
24.4,1.013,55.86,999.292,14.629,1619646415
24.3,0.574,55.872,1000.141,14.603,1619646420
23.9,0.779,56.556,1000.464,14.843,1619646425
23.0,0.484,56.589,1000.5,14.889,1619646430
22.5,0.441,57.135,999.889,14.592,1619646435
22.5,0.0,56.814,999.52,15.561,1619646440
23.3,0.0,57.451,999.929,15.529,1619646445
23.8,0.0,56.91,999.944,15.489,1619646450
